authority_name,aka,count
bush foundation,"['the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foun- dation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Founda- tion', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foun- dation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'The Bush Foun- dation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Founda- tion', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'The Bush Founda- tion', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation of St. Paul', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Founda- tion', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'The Bush Foundation', 'The Bush Foundation', 'the Bush Foundation', 'the Bush Foun-', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the\nBush Foundation', 'the\nBush Foundation', 'the\nBush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Founda-\ntion', 'Bush Founda-\ntion', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the\nBush Foundation', 'the Bush Foundation', 'the\nBush Foundation', 'the Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foun-', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foun-', 'Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foun-', 'the Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation', 'the Bush Foundation']",356
butler family foundation,"['Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'The Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'the Butler Family Foundation', 'the Butler Family Foundation', 'The Butler Family Foundation', 'The Butler Family Foundation', 'Butler Family Foundation', 'the Butler\nFamily Foundation', 'The Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'the Butler Family Foundation', 'the Butler Family Foundation', 'the Butler Family Foundation', 'The Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'the Butler Family Foundation', 'the Butler Family\nFoundation', 'Butler Family Foundation', 'Butler Family Foundation', 'the Butler Family\nFoundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation', 'Butler Family Foundation']",54
butterfly migration,"['the Butterfly Migration', 'the Butterfly Migration']",2
buuck family foundation,"['Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'the Buuck fam- ilv Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family\nFoundation', 'the Buuck Family\nFoundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation', 'the Buuck Family Foundation']",63
canada council.,"['The Canada Council.', 'The Canada Council.']",2
cape rock,['The Cape Rock'],1
cargill foundation,"['Cargill Foundation', 'Cargill Foundation', 'Cargill\nFoundation', 'Cargill Foundation']",4
cargill incorporated,['Cargill Incorporated'],1
cargill value investment,"['Cargill Value Investment', 'Cargill Value', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment', 'Cargill Value Investment']",25
carl hanser verlag,['Carl Hanser Verlag'],1
carleton miscellany,['Carleton Miscellany'],1
challenge and,['Challenge and'],1
challenge and creation,"['Challenge and Creation and', 'Challenge and Creation', 'Challenge and Creation']",3
challenge and literature programs of national endowment for arts,"['Challenge and Literature Programs of the National Endowment for the Arts', 'Literature and Challenge Programs of the National Endowment for\nthe Arts', 'Challenge and Literature Programs of the National\nEndowment for the Arts', 'Challenge and Literature', 'Challenge and Literature', 'Challenge and Literature', 'Challenge and Literature Programs of the National\nEndowment for the Arts', 'Challenge and Literature Programs of the National\nEndowment for the Arts', 'Challenge and Literature', 'Challenge and Literature', 'Challenge and Literature Programs of the National\nEndowment for the Arts']",11
chris and —~\ .,['Chris and —~\\ .'],1
chris and ann malecek,"['Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann\nMalecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and Ann Malecek', 'Chris and\nAnn Malecek', 'Chris and Ann Malecek']",15
chris felver does secret mind whisper? was published as a broadside by city lights,['Chris Felver Does the Secret Mind Whisper? was published as a broadside by City Lights'],1
chris fischbach excerpts from revolutionary path,['Chris Fischbach Excerpts from Revolutionary Path'],1
christen ktfbke,['Christen Ktfbke'],1
claire giannini fund,"['the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'Claire Giannini Fund', 'Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'the Claire Giannini Fund', 'Claire Giannini Fund', 'Claire Giannini Fund']",20
collaborators / janet kauffman.,['Collaborators / Janet Kauffman.'],1
"college english (""talking back","['College English (""Talking Back']",1
colorado council on arts,['The Colorado Council on the Arts'],1
"companies, inc.","['Companies, Inc.', 'Companies, Inc.', 'Companies, Inc.', 'Companies, Inc.', 'Companies, Inc.']",5
congo / margaret meyers.,['the Congo / Margaret Meyers.'],1
consortium book sales and distribution,"['Consortium\nBook Sales and Distribution', 'Consortium Book Sales and Distribution', 'Consortium\nBook Sales and Distribution', 'Consortium Book Sales and\nDistribution', 'Consortium Book Sales and Distribution', 'Consortium Book Sales and Distribution', 'Consortium Book Sales and\nDistribution']",7
constance,['Constance'],1
constance and daniel kunin,['Constance and Daniel Kunin'],1
constance b. kunin,"['Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B.\nKunin', 'Constance\nB. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance\nB. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin', 'Constance B. Kunin']",43
contemporary performance arts,"['Contemporary Performance Arts', 'Contemporary Performance Arts']",2
corazón family fund,"['Corazón Family Fund', 'Corazón Family Fund']",2
corporation of yaddo and ragdale founda tion,"['the Corporation of Yaddo and the Ragdale Founda-\ntion', 'the Corporation of Yaddo and the Ragdale Founda-\ntion']",2
council of literary magazines and presses,"['the Council of Literary Magazines and Presses.', 'the Council of Literary Magazines and Presses.', 'the Council of Literary Magazines and Presses. Gunga Din Highway Copyright © 1994 by Frank Chin American Visa Copyright ©', 'the Council of Literary Magazines and Presses.', 'the Council of Literary Magazines', 'the Council of Literary Magazines and Presses;', 'the Council of Literary Magazines and Presses;', 'the Council of Literary Magazines and', 'the Council of Literary Magazines and Presses;', 'the Council of Literary Magazines and', 'the Council of Literary Magazines and Presses;', 'the Council of Literary Magazines', 'the Council of Literary Magazines and', 'the Council of Literary Magazines and Presses;', 'the Council of Literary Magazines and Presses;', 'the Council of Literary Magazines and Presses;', 'the Council of Literary Magazines and Presses. Coffee House Press books are available to the trade through our primary distributor, Consortium Book Sales & Distribution', 'the Council of Literary Magazines and Presses. Coffee House Press books are available to the trade through our pri- mary distributor, Consortium Book Sales & Distribution', 'the Council of Literary Magazines and Presses. Coffee House Press books are available to the trade through our primary distributor, Consortium Book Sales & Distribution']",19
council of literary magazines and presses; u. s. west foundation,['the Council of Literary Magazines and Presses; U. S. West Foundation'],1
council of literary magazines and small presses,"['the Council of Literary Magazines and Small Presses;', 'the Council of Literary Magazines and Small\nPresses', 'the Council of Literary Magazines and Small Presses; and generous individuals']",3
council on arts,"['Council on the Arts', 'Council on the Arts', 'Council on the Arts', 'Council on the Arts', 'Council on the Arts']",5
cover illustration/design by patsy welch back cover photograph by kate kronick book,"['Cover Illustration/Design by Patsy Welch Back cover photograph by Kate Kronick Book', 'Cover Illustration/Design by Patsy Welch Back cover photograph by Kate Kronick Book']",2
cowles media foundation,"['Cowles Media/', 'Cowles Media', 'Cowles Media', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Company', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation', 'Cowles Media Foundation']",37
cowles media/star tribune,"['Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star Tribune', 'Cowles Media/Star', 'Cowles Media / Star Tribune Foundation', 'Cowles Media / Star Tribune', 'Cowles Media / Star Tribune', 'Cowles Media / Star', 'Cowles Media / Star Tribune Foundation', 'Cowles Media / Star Tribune Foundation', 'Cowles Media / Star Tribune', 'Cowles Media / Star Tribune', 'Cowles Media / Star Tribune Foundation', 'Cowles Media/Star', 'Cowles Media / Star Tribune Foundation']",26
cray research foundation,"['Cray Research Foundation', 'Cray Research', 'Cray Research', 'Cray Research', 'Cray\nResearch Foundation', 'Cray Research Foundation', 'Cray Research Foundation', 'Cray Research Foundation', 'Cray Research Foundation', 'Cray Research Foundation', 'Cray Research Foundation', 'Cray Research Foundation', 'Cray Research Foundation', 'Cray Research']",14
creation and,"['Creation and', 'Creation and']",2
creation and presentation programs of national endowment for arts,"['Creation and Presentation Programs of the National Endowment for the Arts', 'Creation and Presentation Programs of the National Endowment for the Arts', 'Creation and Presentation Programs of the National Endowment for the Arts', 'Creation and Presentation Programs of the National\nEndowment for the Arts', 'Creation and Presentation Programs of the National\nEndowment for the Arts', 'Creation and Presentation Programs of the National\nEndowment for the Arts', 'Creation and Presentation Programs of the National\nEndowment for the Arts']",7
creative arts,"['the Creative Arts', 'the Creative Arts', 'the Creative Arts']",3
"cris mazza, fiction collective two","['Cris Mazza, Fiction Collective Two']",1
d. k. light,"['D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K.\nLight', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K. Light', 'D. K.\nLight']",19
dain bosworth foundation,"['Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Founda-\ntion', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation', 'Dain Bosworth Foundation']",24
